z,p,k,epsilon
0,-3.009969,0.1759528,0.6378431
0.7040816,-2.969793,0.400435,0.08663689
1.408163,-3.01085,0.5294606,0.08028988
2.112245,-3.116141,0.6310477,0.08644477
2.816327,-3.305383,0.7020769,0.09352974
3.520408,-3.552896,0.7352632,0.09616603
4.22449,-3.737809,0.7616192,0.1008753
4.928571,-3.817121,0.8220378,0.1198516
5.632653,-3.870513,0.9621244,0.1786677
6.336735,-3.85918,1.235549,0.3407338
7.040816,-3.777028,1.656843,0.7204795
7.744898,-3.577659,1.817873,1.044575
8.44898,-3.250889,1.236706,0.542354
9.153061,-2.936691,0.8894865,0.1728624
9.857143,-2.656557,0.8207803,0.08848988
10.56122,-2.402846,0.7767214,0.05849078
11.26531,-2.171388,0.7287856,0.04205135
11.96939,-1.961781,0.6803927,0.03148281
12.67347,-1.773358,0.6354047,0.02430111
13.37755,-1.60357,0.5955993,0.01928946
14.08163,-1.454098,0.5621517,0.01578282
14.78571,-1.321833,0.534156,0.01326065
15.4898,-1.199135,0.5112621,0.01143683
16.19388,-1.090445,0.4921192,0.01003017
16.89796,-0.993998,0.4764107,0.008946487
17.60204,-0.9072593,0.4633554,0.008089781
18.30612,-0.8282861,0.4524136,0.007396887
19.0102,-0.7593208,0.4436633,0.006856325
19.71429,-0.6965056,0.4361892,0.006399953
20.41837,-0.6391751,0.4297347,0.006007945
21.12245,-0.5878126,0.4241899,0.005672303
21.82653,-0.5478473,0.4201259,0.005426653
22.53061,-0.501731,0.4156697,0.005158596
23.23469,-0.4585374,0.411488,0.004908227
23.93878,-0.419551,0.4077228,0.004683984
24.64286,-0.3884282,0.4047899,0.004511964
25.34694,-0.3576053,0.4019112,0.004342682
26.05102,-0.3282226,0.3991606,0.004181312
26.7551,-0.3033981,0.3968613,0.004051547
27.45918,-0.2787793,0.3945819,0.003922298
28.16327,-0.2553212,0.3924082,0.003800021
28.86735,-0.2349976,0.3905743,0.003700922
29.57143,-0.2148202,0.3887513,0.003602088
30.27551,-0.1953877,0.3869941,0.003507437
30.97959,-0.1784119,0.3855697,0.003433597
31.68367,-0.1615215,0.3841502,0.003359871
32.38776,-0.1448373,0.382758,0.003287659
33.09184,-0.1304212,0.3817034,0.003234587
33.79592,-0.1160904,0.3806786,0.003183036
34.5,-0.1018585,0.3796576,0.003131574
